Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales Per Unit,Original Unit Price,Lead Time
2022-12-08,2022-12-12,Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Appliances,60.339999999999996,7,0.0,15.688400000000001,8.62,8.62,4 days
2023-07-15,2023-07-17,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,71.37199999999999,2,0.3,-1.0196000000000005,35.68599999999999,50.97999999999999,2 days
2021-09-23,2021-09-28,Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Tables,1044.6299999999999,3,0.0,240.2649,348.21,348.21,5 days
2022-01-14,2022-01-18,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,11.648000000000001,2,0.2,4.2224,5.824000000000001,7.28,4 days
2022-01-14,2022-01-18,Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,90.57000000000001,3,0.0,11.774100000000004,30.19,30.19,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,3083.4300000000003,7,0.5,-1665.0522,440.49000000000007,880.9800000000001,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.618000000000002,2,0.7,-7.0532,4.809000000000001,16.03,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,124.20000000000002,3,0.2,15.524999999999991,41.400000000000006,51.75000000000001,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,3.2640000000000002,2,0.2,1.1015999999999997,1.6320000000000001,2.04,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,86.304,6,0.2,9.709199999999989,14.384,17.98,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.858000000000001,6,0.7,-5.715,1.1430000000000002,3.81,4 days
2021-09-15,2021-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,15.76,2,0.2,3.5460000000000007,7.88,9.85,4 days
2023-10-18,2023-10-22,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,29.472,3,0.2,9.946799999999998,9.824,12.28,4 days
2022-12-07,2022-12-09,First Class,Corporate,United States,Richardson,Texas,75080,Central,Technology,Phones,1097.5440000000003,7,0.2,123.4736999999999,156.79200000000006,195.99000000000007,2 days
2022-12-07,2022-12-09,First Class,Corporate,United States,Richardson,Texas,75080,Central,Furniture,Furnishings,190.92,5,0.6,-147.96300000000002,38.184,95.46,2 days
2021-12-25,2021-12-29,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415,12.592,15.74,4 days
2021-12-25,2021-12-29,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,532.3992,3,0.32,-46.97640000000001,177.4664,260.98,4 days
2021-12-25,2021-12-29,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,212.058,3,0.3,-15.146999999999991,70.68599999999999,100.97999999999999,4 days
2021-12-25,2021-12-29,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Technology,Phones,371.168,4,0.2,41.75639999999996,92.792,115.99,4 days
2023-09-09,2023-09-14,Standard Class,Corporate,United States,Naperville,Illinois,60540,Central,Technology,Phones,147.168,4,0.2,16.556399999999996,36.792,45.99,5 days
2022-07-16,2022-07-21,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,77.88,2,0.0,3.8939999999999912,38.94,38.94,5 days
2023-09-18,2023-09-22,Standard Class,Corporate,United States,Melbourne,Florida,32935,South,Office Supplies,Storage,95.616,2,0.2,9.56160000000001,47.808,59.76,4 days
2022-03-10,2022-03-12,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Technology,Accessories,45.98,2,0.0,19.7714,22.99,22.99,2 days
2022-03-10,2022-03-12,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Office Supplies,Binders,17.46,2,0.0,8.206199999999999,8.73,8.73,2 days
2020-10-18,2020-10-23,Second Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,211.96,4,0.0,8.478399999999993,52.99,52.99,5 days
2022-06-19,2022-06-24,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Accessories,45.0,3,0.0,4.950000000000001,15.0,15.0,5 days
2022-06-19,2022-06-24,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,21.8,2,0.0,6.104000000000001,10.9,10.9,5 days
2021-04-16,2021-04-20,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Binders,38.22,6,0.0,17.9634,6.37,6.37,4 days
2021-04-16,2021-04-20,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Labels,75.17999999999999,6,0.0,35.334599999999995,12.53,12.53,4 days
2021-04-16,2021-04-20,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Furnishings,6.16,2,0.0,2.9568,3.08,3.08,4 days
2021-04-16,2021-04-20,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Chairs,89.99,1,0.0,17.098099999999988,89.99,89.99,4 days
2022-12-10,2022-12-16,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,15.260000000000002,7,0.0,6.256600000000001,2.18,2.18,6 days
2022-12-10,2022-12-16,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,1029.95,5,0.0,298.6855,205.99,205.99,6 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Storage,208.56,6,0.0,52.139999999999986,34.76,34.76,1 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,32.400000000000006,5,0.0,15.552000000000001,6.480000000000001,6.480000000000001,1 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,319.41,5,0.1,7.098000000000006,63.882000000000005,70.98,1 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,14.56,2,0.0,6.9888,7.28,7.28,1 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Technology,Accessories,30.0,2,0.0,3.3000000000000007,15.0,15.0,1 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Binders,48.480000000000004,4,0.2,16.362,12.120000000000001,15.15,1 days
2022-06-16,2022-06-17,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,1.68,1,0.0,0.84,1.68,1.68,1 days
2021-11-22,2021-11-28,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,13.98,2,0.0,6.151200000000001,6.99,6.99,6 days
2021-11-22,2021-11-28,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,25.824,6,0.2,9.3612,4.304,5.38,6 days
2021-11-22,2021-11-28,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,146.73,3,0.0,68.9631,48.91,48.91,6 days
2021-11-22,2021-11-28,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,79.76,4,0.0,22.332800000000006,19.94,19.94,6 days
2021-04-28,2021-05-03,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,213.11499999999998,5,0.3,-15.22250000000001,42.623,60.89,5 days
2020-12-03,2020-12-08,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,1113.0240000000001,8,0.2,111.30239999999998,139.12800000000001,173.91,5 days
2020-12-03,2020-12-08,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Technology,Phones,167.96800000000002,4,0.2,62.988,41.992000000000004,52.49,5 days
2022-06-03,2022-06-05,First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,75.88,2,0.0,35.663599999999995,37.94,37.94,2 days
2022-09-17,2022-09-22,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,4.616,1,0.2,1.7309999999999999,4.616,5.77,5 days
2023-09-13,2023-09-16,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,19.049999999999997,3,0.0,8.763,6.349999999999999,6.349999999999999,3 days
2021-04-24,2021-04-30,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,831.9360000000001,8,0.2,-114.39120000000003,103.99200000000002,129.99,6 days
2021-04-24,2021-04-30,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,97.04,2,0.2,1.2129999999999974,48.52,60.65,6 days
2021-04-24,2021-04-30,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,72.784,1,0.2,-18.196,72.784,90.98,6 days
2023-12-08,2023-12-10,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.2479999999999998,3,0.8,-1.9344000000000006,0.4159999999999999,2.08,2 days
2023-12-08,2023-12-10,First Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248000000000015,3.236,8.09,2 days
2023-12-08,2023-12-10,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,27.240000000000002,3,0.2,2.724000000000002,9.08,11.35,2 days
2020-11-24,2020-11-29,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,19.3,5,0.6,-14.475000000000001,3.8600000000000003,9.65,5 days
2022-06-11,2022-06-14,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Appliances,208.16,1,0.0,56.20320000000001,208.16,208.16,3 days
2022-06-11,2022-06-14,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,16.740000000000002,3,0.0,8.0352,5.580000000000001,5.580000000000001,3 days
2020-10-10,2020-10-14,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,14.9,5,0.0,4.172000000000001,2.98,2.98,4 days
2020-10-10,2020-10-14,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,21.39,1,0.0,6.203099999999999,21.39,21.39,4 days
2021-09-01,2021-09-06,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Envelopes,200.98400000000004,7,0.2,62.807499999999976,28.712000000000007,35.89000000000001,5 days
2023-11-12,2023-11-15,First Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,76.792,95.99,3 days
2023-05-27,2023-05-29,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,301.96,2,0.0,33.215599999999995,150.98,150.98,2 days
2023-10-25,2023-11-01,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,19.99,1,0.0,6.796599999999998,19.99,19.99,7 days
2023-10-25,2023-11-01,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Labels,6.16,2,0.0,2.9568,3.08,3.08,7 days
2022-04-04,2022-04-09,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,158.36800000000002,7,0.2,13.857199999999999,22.624000000000002,28.28,5 days
2022-09-16,2022-09-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,20.1,3,0.0,6.632999999999998,6.7,6.7,5 days
2022-09-16,2022-09-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,73.584,2,0.2,8.278199999999998,36.792,45.99,5 days
2022-09-16,2022-09-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,6.48,1,0.0,3.1104000000000003,6.48,6.48,5 days
2021-01-29,2021-02-03,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,12.96,2,0.0,6.2208000000000006,6.48,6.48,5 days
2021-01-29,2021-02-03,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,53.34,3,0.0,16.535399999999996,17.78,17.78,5 days
2021-01-29,2021-02-03,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,32.96,2,0.0,16.1504,16.48,16.48,5 days
2023-11-05,2023-11-11,Standard Class,Home Office,United States,Portland,Oregon,97206,West,Office Supplies,Binders,5.682000000000001,1,0.7,-3.7880000000000003,5.682000000000001,18.94,6 days
2023-11-08,2023-11-10,Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,96.53,7,0.0,40.5426,13.790000000000001,13.790000000000001,2 days
2023-06-16,2023-06-19,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,51.312,3,0.2,17.9592,17.104,21.38,3 days
2022-09-05,2022-09-10,Standard Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,77.88,6,0.0,22.585199999999993,12.979999999999999,12.979999999999999,5 days
2022-08-28,2022-09-01,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,64.624,7,0.2,22.618399999999994,9.232,11.54,4 days
2022-08-28,2022-09-01,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,95.97600000000001,3,0.2,-10.79730000000001,31.992000000000004,39.99,4 days
2022-08-28,2022-09-01,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,1.7879999999999996,3,0.8,-3.0396,0.5959999999999999,2.98,4 days
2022-11-30,2022-12-03,Second Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,23.92,4,0.0,11.7208,5.98,5.98,3 days
2021-11-11,2021-11-15,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,238.89600000000002,6,0.2,-26.875800000000012,39.816,49.77,4 days
2021-11-11,2021-11-15,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,102.35999999999999,3,0.2,-3.8385000000000105,34.12,42.64999999999999,4 days
2021-11-11,2021-11-15,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,36.882000000000005,3,0.7,-25.8174,12.294000000000002,40.980000000000004,4 days
2023-11-22,2023-11-27,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,74.11200000000001,8,0.2,17.6016,9.264000000000001,11.58,5 days
2023-11-22,2023-11-27,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,27.992000000000004,1,0.2,2.0993999999999993,27.992000000000004,34.99,5 days
2023-11-22,2023-11-27,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,3.3040000000000003,1,0.2,1.0737999999999999,3.3040000000000003,4.13,5 days
2021-10-13,2021-10-18,Standard Class,Home Office,United States,Orland Park,Illinois,60462,Central,Technology,Accessories,339.96000000000004,5,0.2,67.99199999999996,67.992,84.99,5 days
2023-12-24,2023-12-29,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,41.96,2,0.0,10.909600000000001,20.98,20.98,5 days
2022-11-02,2022-11-09,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Art,75.96,2,0.0,22.78799999999999,37.98,37.98,7 days
2022-11-02,2022-11-09,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,27.240000000000002,6,0.0,13.3476,4.54,4.54,7 days
2020-08-23,2020-08-25,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,40.096000000000004,14,0.2,14.534799999999997,2.8640000000000003,3.58,2 days
2020-08-23,2020-08-25,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,4.720000000000001,2,0.2,1.6519999999999997,2.3600000000000003,2.95,2 days
2020-08-23,2020-08-25,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,23.976000000000003,3,0.2,7.492499999999999,7.992000000000001,9.99,2 days
2020-08-23,2020-08-25,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,130.464,6,0.2,44.0316,21.744,27.18,2 days
2021-02-28,2021-03-04,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,787.53,3,0.0,165.38129999999995,262.51,262.51,4 days
2021-04-03,2021-04-08,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,157.79400000000004,1,0.7,-115.7156,157.79400000000004,525.98,5 days
2022-06-11,2022-06-14,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,47.04,3,0.0,18.345599999999997,15.68,15.68,3 days
2022-06-11,2022-06-14,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,30.84,4,0.0,13.878,7.71,7.71,3 days
2022-06-11,2022-06-14,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,226.56,6,0.0,63.436800000000005,37.76,37.76,3 days
2022-06-11,2022-06-14,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,115.02,9,0.0,51.75899999999999,12.78,12.78,3 days
2022-06-11,2022-06-14,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,68.04,7,0.0,19.731599999999997,9.72,9.72,3 days
2020-12-24,2020-12-26,Second Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,600.558,3,0.3,-8.579400000000078,200.186,285.98,2 days
2020-09-18,2020-09-23,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,617.7,6,0.5,-407.68200000000013,102.95,205.9,5 days
2023-11-04,2023-11-11,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.3880000000000003,2,0.7,-1.8308,1.1940000000000002,3.98,7 days
2023-11-04,2023-11-11,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,243.99200000000002,7,0.2,30.49899999999998,34.856,43.57,7 days
2022-11-05,2022-11-09,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,81.424,2,0.2,-9.160199999999996,40.712,50.89,4 days
2022-11-05,2022-11-09,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,238.56,3,0.0,26.241599999999977,79.52,79.52,4 days
2023-02-01,2023-02-04,First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,59.96999999999999,5,0.4,-11.993999999999993,11.993999999999998,19.99,3 days
2023-02-01,2023-02-04,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,78.304,2,0.2,29.363999999999997,39.152,48.94,3 days
2023-02-01,2023-02-04,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,21.456,9,0.2,6.973199999999998,2.384,2.9799999999999995,3 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,20.04,3,0.0,9.6192,6.68,6.68,6 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,35.44,1,0.0,16.656799999999997,35.44,35.44,6 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,11.52,4,0.0,3.4559999999999995,2.88,2.88,6 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,4.02,2,0.0,1.9697999999999998,2.01,2.01,6 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,76.176,3,0.2,26.661599999999996,25.392,31.74,6 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,65.88,6,0.0,18.446400000000004,10.979999999999999,10.979999999999999,6 days
2022-10-12,2022-10-18,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,43.120000000000005,14,0.0,20.697599999999998,3.0800000000000005,3.0800000000000005,6 days
2022-09-04,2022-09-06,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,82.80000000000001,2,0.2,10.349999999999994,41.400000000000006,51.75000000000001,2 days
2023-09-17,2023-09-22,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,8.82,3,0.0,2.3814,2.94,2.94,5 days
2023-09-17,2023-09-22,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042000000000005,3.6199999999999997,3.6199999999999997,5 days
2023-09-17,2023-09-22,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,143.7,3,0.0,68.976,47.9,47.9,5 days
2023-12-21,2023-12-26,Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,839.4300000000001,3,0.0,218.25179999999997,279.81,279.81,5 days
2021-09-05,2021-09-10,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,671.93,7,0.0,20.157899999999998,95.99,95.99,5 days
2020-10-20,2020-10-26,Standard Class,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,93.888,4,0.2,12.90959999999999,23.472,29.34,6 days
2022-12-04,2022-12-08,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,384.45000000000005,11,0.0,103.80150000000003,34.95,34.95,4 days
2022-12-04,2022-12-08,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,149.97,3,0.0,5.9987999999999815,49.99,49.99,4 days
2022-12-04,2022-12-08,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,1951.84,8,0.0,585.5519999999999,243.98,243.98,4 days
2022-12-04,2022-12-08,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,171.55,5,0.0,80.6285,34.31,34.31,4 days
2022-03-12,2022-03-15,First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,157.92,5,0.2,17.76599999999999,31.583999999999996,39.47999999999999,3 days
2022-03-12,2022-03-15,First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,203.184,2,0.2,15.23879999999999,101.592,126.99,3 days
2021-05-29,2021-05-31,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,58.379999999999995,7,0.0,26.270999999999994,8.34,8.34,2 days
2021-05-29,2021-05-31,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,105.52,4,0.0,48.539199999999994,26.38,26.38,2 days
2021-05-29,2021-05-31,First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,80.88,6,0.0,21.028799999999997,13.479999999999999,13.479999999999999,2 days
2021-05-26,2021-06-01,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0.0,1.7901,2.21,2.21,6 days
2020-02-28,2020-03-04,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.56800000000004,2,0.2,51.47639999999994,228.78400000000002,285.98,5 days
2022-11-19,2022-11-23,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,6.8713999999999995,7.31,7.31,4 days
2022-11-19,2022-11-23,Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.9300000000001,7,0.0,236.23250000000002,134.99,134.99,4 days
